character,words,gender,age,title,year,dominant_gender,actor_nom,actress_nom,actor_win,actress_win,actor_noms,actress_noms,actor_wins,actress_wins,df_type
clearing office,126,m,52.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
cosmo renfro,880,m,42.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
doctor kathy wa,352,f,33.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
dr. anne eastma,408,f,33.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
dr. charles nic,1050,m,49.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
dr. richard kim,3182,m,51.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
helen kimble,260,f,37.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
host,160,m,58.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
judge bennett,200,m,52.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
newman,510,m,30.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
old guard,154,m,45.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
poole,330,f,43.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
prosecutor,312,m,33.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
resident,110,m,33.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
samuel gerard,3476,m,47.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
sheriff rawlins,284,m,34.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
sykes,448,m,47.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
walter gutherie,458,m,68.0,the fugitive,1993,m,True,False,True,False,1,0,1,0,Acting
charlie andrews,541,m,33.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
general smuts,497,m,50.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
herman kallenba,635,m,39.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
judge broomfiel,106,m,69.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
khan,376,m,50.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
lord irwin,254,m,78.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
magistrate,111,m,57.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
mahatma gandhi,6883,m,39.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
margaret bourke,307,f,36.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
mirabehn,316,f,32.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
pandit nehru,1255,m,40.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
professor gokha,180,m,55.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
sardar patel,880,m,53.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
secretary,114,m,37.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
walker,501,m,42.0,gandhi,1982,m,True,False,True,False,1,0,1,0,Acting
carl bruner,3768,m,30.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
emergency room ,676,m,74.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
lyle furgeson,406,m,42.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
molly jensen,3906,f,28.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
oda mae brown,4698,f,35.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
sam wheat,5490,m,38.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
willie lopez,468,m,38.0,ghost,1990,f,False,True,False,True,0,1,0,1,Acting
cassius,240,m,59.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
commodus,4508,m,26.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
gaius,392,m,58.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
gracchus,1280,m,62.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
juba,924,m,36.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
lucilla,2778,f,35.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
marcus aurelius,1900,m,70.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
maximus,3102,m,36.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
proximo,2582,m,62.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
quintus,260,m,45.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
slave trader,232,m,35.0,gladiator,2000,f,True,False,True,False,2,0,1,0,Acting
dave moss,4236,m,42.0,glengarry glen ross,1992,m,True,False,False,False,1,0,0,0,Acting
george aaronow,2342,m,58.0,glengarry glen ross,1992,m,True,False,False,False,1,0,0,0,Acting
james lingk,666,m,45.0,glengarry glen ross,1992,m,True,False,False,False,1,0,0,0,Acting
john williamson,2720,m,33.0,glengarry glen ross,1992,m,True,False,False,False,1,0,0,0,Acting
ricky roma,5844,m,52.0,glengarry glen ross,1992,m,True,False,False,False,1,0,0,0,Acting
shelley levene,6672,m,67.0,glengarry glen ross,1992,m,True,False,False,False,1,0,0,0,Acting
betty,892,f,37.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
boris karloff,108,m,69.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
clayton boone,5480,m,30.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
david lewis,360,m,53.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
edmund kay,1106,m,30.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
elsa lanchester,482,f,52.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
hanna,2074,f,55.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
harry,212,m,35.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
james whale,11972,m,59.0,gods and monsters,1998,m,True,True,False,False,1,1,0,0,Acting
billy mcbride,242,m,22.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
chuckie sulliva,4960,m,25.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
clark,464,m,32.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
henry lipkin - ,530,m,70.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
prof. gerald la,5288,m,46.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
sean maguire,7408,m,46.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
skylar,3352,f,27.0,good will hunting,1997,f,True,True,True,False,2,1,1,0,Acting
ben braddock,12130,m,30.0,the graduate,1967,m,True,True,False,False,1,2,0,0,Acting
elaine robinson,1960,f,27.0,the graduate,1967,m,True,True,False,False,1,2,0,0,Acting
mr. braddock,1424,m,40.0,the graduate,1967,m,True,True,False,False,1,2,0,0,Acting
mr. robinson,1748,m,44.0,the graduate,1967,m,True,True,False,False,1,2,0,0,Acting
mrs. braddock,696,f,46.0,the graduate,1967,m,True,True,False,False,1,2,0,0,Acting
mrs. robinson,3852,f,36.0,the graduate,1967,m,True,True,False,False,1,2,0,0,Acting
agent,282,m,33.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
al,964,m,29.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
bill,116,m,35.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
bookkeeper,242,m,34.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
boy,162,m,20.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
caretaker,742,m,66.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
connie,138,m,33.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
cop,106,m,37.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
davis,274,m,33.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
deputy,498,m,53.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
driver,298,m,47.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
floyd,260,m,38.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
girl in migrant,212,f,13.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
guard,288,m,39.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
inspection offi,170,m,52.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
jim casy,2742,m,34.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
jule - bouncer ,128,m,38.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
leader,176,m,66.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
ma joad,4496,f,61.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
mae,266,f,38.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
muley bates,1338,m,41.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
noah,160,m,32.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
policeman,354,m,37.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
ruthie,372,f,14.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
spencer,104,m,63.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
thomas,476,m,65.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
tim,374,m,35.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
tom joad,6930,m,35.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
uncle john,304,m,64.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
wilkie,242,m,53.0,the grapes of wrath,1940,f,True,True,False,True,1,1,0,1,Acting
matt kowalski,2399,m,52.0,gravity,2013,f,False,True,False,False,0,1,0,0,Acting
mission control,690,m,63.0,gravity,2013,f,False,True,False,False,0,1,0,0,Acting
ryan stone,2580,f,49.0,gravity,2013,f,False,True,False,False,0,1,0,0,Acting
arizona motel c,362,f,71.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
bobo justus,906,m,66.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
cole,932,m,47.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
doctor,128,m,54.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
gloucester hebb,220,m,54.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
irv,160,m,39.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
jeweler,380,m,39.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
lilly dillon,4200,f,39.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
lt. pierson,432,m,35.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
myra langtry,3832,f,32.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
roy dillon,4500,m,24.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
simms,1258,m,78.0,the grifters,1990,f,False,True,False,False,0,2,0,0,Acting
april,1064,f,30.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
carol,310,f,36.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
david,870,m,46.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
dr. abel,372,m,66.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
dr. grey,230,m,30.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
dusty,492,m,29.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
elliot,4704,m,53.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
evan,798,m,84.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
father flynn,118,m,52.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
frederick,1406,m,57.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
gail,848,f,36.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
holly,6268,f,38.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
lee,5170,f,38.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
mickey,8904,m,51.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
writer,110,m,29.0,hannah and her sisters,1986,f,True,True,True,True,1,1,1,1,Acting
aibileen clark,5010,f,46.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
celia foote,140,f,34.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
charlotte phela,2356,f,52.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
constantine jef,170,f,87.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
elizabeth leefo,718,f,26.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
hilly holbrook,3660,f,30.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
johnny foote,421,m,32.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
jolene french,318,f,29.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
minny jackson,3841,f,41.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
missus walters,373,f,62.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
mr. blackly,324,m,56.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
skeeter phelan,4304,f,23.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
stuart whitwort,1101,m,27.0,the help,2011,f,False,True,False,True,0,3,0,1,Acting
annie cassell,808,f,53.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
brad,502,m,35.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
conner rhodes,146,m,9.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
george,288,m,47.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
ifty,1200,m,41.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
judge philip mc,356,m,61.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
lily,212,f,44.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
lucy diamond da,2106,f,7.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
miss wright,234,f,49.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
mr. turner,2226,m,46.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
patricia,126,f,35.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
randy carpenter,674,f,34.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
rita harrison w,6436,f,43.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
robert,560,m,48.0,i am sam,2001,f,True,False,False,False,1,0,0,0,Acting
frank fowler,309,m,22.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
katie grinnel,692,f,50.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
matt fowler,4215,m,53.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
natalie strout,1245,f,37.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
richard strout,1050,m,36.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
ruth fowler,2593,f,52.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
willis grinnel,1558,m,61.0,in the bedroom,2001,f,True,True,False,False,1,2,0,0,Acting
barbara wigand,166,f,7.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
eric kluster,244,m,48.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
helen caperelli,590,f,37.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
jeffrey wigand,5746,m,35.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
john scanlon,262,m,68.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
liane wigand,812,f,47.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
lowell bergman,9068,m,59.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
mark stern,518,m,48.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
michael moore,172,m,47.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
mike wallace,2778,m,70.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
richard scruggs,902,m,41.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
ron motley,548,m,49.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
sharon tiller,212,f,51.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
thomas sandefur,462,m,59.0,the insider,1999,m,True,False,False,False,1,0,0,0,Acting
billie mccandle,286,f,48.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
carine mccandle,4462,f,23.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
chris mccandles,6386,m,22.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
jan burres,1048,f,48.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
lori,176,f,27.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
mads,438,m,33.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
ron franz,2118,m,82.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
sonja,126,f,27.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
tracy tatro,160,f,17.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
walt mccandless,186,m,57.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
wayne westerber,1646,m,37.0,into the wild,2007,m,True,False,False,False,1,0,0,0,Acting
etienne feyder,231,m,41.0,invictus,2009,m,True,False,False,False,2,0,0,0,Acting
francois pienaa,779,m,39.0,invictus,2009,m,True,False,False,False,2,0,0,0,Acting
mary,107,f,39.0,invictus,2009,m,True,False,False,False,2,0,0,0,Acting
nelson mandela,2594,m,72.0,invictus,2009,m,True,False,False,False,2,0,0,0,Acting
nerine,183,f,28.0,invictus,2009,m,True,False,False,False,2,0,0,0,Acting
alfred roberts,217,m,50.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
carol thatcher,582,f,37.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
denis thatcher,1291,m,62.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
edward heath,159,m,58.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
francis pym,108,m,53.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
geoffrey howe,117,m,57.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
gordon reece,183,m,58.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
june,177,f,65.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
margaret thatch,4007,f,62.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
susie,129,f,26.0,the iron lady,2011,f,False,True,False,True,0,1,0,1,Acting
bert,278,m,43.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
clarence,994,m,72.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
dr. campbell,187,m,55.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
ed,109,m,61.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
ernie,290,m,41.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
george bailey,6979,m,38.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
harry bailey,318,m,25.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
mary hatch,947,f,25.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
mr. gower,142,m,71.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
mr. martini,183,m,61.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
mr. potter,1296,m,68.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
mrs. bailey,133,f,57.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
nick,201,m,39.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
real estate sal,186,m,41.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
sam wainwright,463,m,37.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
uncle billy,784,m,54.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
violet,188,f,23.0,its a wonderful life,1946,m,True,False,False,False,1,0,0,0,Acting
amy - billingsl,190,f,26.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
anita lopez,118,f,22.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
beaumont living,540,m,25.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
jackie brown,10316,f,48.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
judge,142,m,58.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
louis gara,2276,m,54.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
mark dargus,1706,m,44.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
max cherry,6766,m,56.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
melanie ralston,2348,f,33.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
ordell robbie,11788,m,49.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
public defender,272,f,40.0,jackie brown,1997,m,True,False,False,False,1,0,0,0,Acting
